city,cloudiness,Country,date,humid,lat,lng,max_temp,wind_speed
mount isa,0,AU,03/15/2020,34,-20.73,139.5,80.6,11.41
nemuro,0,JP,03/15/2020,64,43.32,145.57,28.89,15.39
pangnirtung,65,CA,03/15/2020,86,66.15,-65.71,-26.55,2.17
sitka,20,US,03/15/2020,92,57.05,-135.33,28.4,5.82
sabang,100,ID,03/15/2020,81,5.89,95.32,83.97,14.7
simoes,100,BR,03/15/2020,73,-7.6,-40.82,81.61,5.06
quelimane,40,MZ,03/15/2020,59,-17.88,36.89,89.6,8.05
beloha,35,MG,03/15/2020,71,-25.17,45.05,78.39,16.55
esperance,23,AU,03/15/2020,73,-33.87,121.9,71.6,8.05
praia da vitoria,75,PT,03/15/2020,77,38.73,-27.07,60.8,6.4
batagay,0,RU,03/15/2020,85,67.63,134.63,-18.81,4.72
kloulklubed,75,PW,03/15/2020,83,7.04,134.26,78.8,9.35
predivinsk,97,RU,03/15/2020,97,57.07,93.44,29.41,8.1
limbe,40,CM,03/15/2020,59,4.02,9.21,91.4,4.7
khorramshahr,99,IR,03/15/2020,50,30.44,48.17,77.0,9.17
camabatela,85,AO,03/15/2020,82,-8.19,15.38,76.77,3.56
correntina,100,BR,03/15/2020,73,-13.34,-44.64,78.91,5.97
aragarcas,40,BR,03/15/2020,74,-15.9,-52.25,84.2,1.12
denpasar,40,ID,03/15/2020,94,-8.65,115.22,82.4,3.36
san policarpo,0,PH,03/15/2020,76,12.18,125.51,77.49,8.16
chimbote,35,PE,03/15/2020,59,-9.09,-78.58,81.27,7.94
cassilandia,0,BR,03/15/2020,68,-19.11,-51.73,83.41,5.23
los llanos de aridane,40,ES,03/15/2020,56,28.66,-17.92,68.0,14.99
krasnogorsk,40,RU,03/15/2020,68,55.82,37.32,28.99,11.18
neiafu,75,TO,03/15/2020,83,-18.65,-173.98,82.4,6.93
totma,75,RU,03/15/2020,84,59.97,42.76,20.97,3.94
peterongan,100,ID,03/15/2020,89,-7.54,112.28,76.21,2.21
gemena,93,CD,03/15/2020,25,3.25,19.77,97.11,2.57
puerto colombia,20,CO,03/15/2020,74,10.99,-74.95,80.6,6.93
hunchun,0,CN,03/15/2020,71,42.87,130.36,21.51,4.97
bani walid,0,LY,03/15/2020,38,31.76,13.99,72.09,15.57
bamiantong,65,CN,03/15/2020,84,44.93,130.53,13.77,3.67
north platte,90,US,03/15/2020,86,41.12,-100.77,30.2,9.17
barsi,100,IN,03/15/2020,19,18.23,75.7,92.07,8.55
harper,100,LR,03/15/2020,76,4.38,-7.72,83.07,7.18
chernyshevskiy,100,RU,03/15/2020,94,63.01,112.47,29.97,8.61
aklavik,75,CA,03/15/2020,71,68.22,-135.01,6.8,8.05
bellavista,40,PE,03/15/2020,100,-7.06,-76.59,62.6,3.36
constitucion,0,CL,03/15/2020,38,-35.33,-72.42,68.49,7.92
balikpapan,40,ID,03/15/2020,88,-1.27,116.83,82.4,11.41
milkovo,100,RU,03/15/2020,95,54.72,158.62,12.69,9.82
nelson bay,90,AU,03/15/2020,82,-32.72,152.15,64.4,12.75
manicore,75,BR,03/15/2020,94,-5.81,-61.3,75.2,4.7
torbay,20,CA,03/15/2020,63,47.67,-52.73,32.0,39.15
kuala terengganu,40,MY,03/15/2020,83,5.33,103.14,84.2,5.82
lokomotivnyy,0,RU,03/15/2020,84,53.01,60.57,29.79,8.84
hudson bay,100,CA,03/15/2020,90,52.85,-102.38,8.37,2.71
zhangye,100,CN,03/15/2020,23,38.93,100.45,43.11,2.98
balestrand,90,NO,03/15/2020,100,61.21,6.53,37.99,31.09
santiago del estero,100,AR,03/15/2020,77,-27.8,-64.26,63.61,10.4
sydney,75,AU,03/15/2020,88,-33.87,151.21,63.0,16.11
lagoa,0,PT,03/15/2020,70,39.05,-27.98,57.69,4.47
marienburg,0,PL,03/15/2020,36,54.04,19.03,48.99,18.34
barillas,1,GT,03/15/2020,53,15.8,-91.32,65.61,5.55
pueblo nuevo,100,MX,03/15/2020,23,23.38,-105.38,67.95,3.22
dehloran,8,IR,03/15/2020,66,32.69,47.27,63.27,11.32
verkhnyaya inta,0,RU,03/15/2020,89,65.98,60.31,-4.23,0.83
wegorzewo,0,PL,03/15/2020,41,54.22,21.74,39.31,13.65
nakusp,5,CA,03/15/2020,96,50.25,-117.8,-7.47,3.87
urumqi,0,CN,03/15/2020,36,43.8,87.6,46.4,3.58
meadow lake,1,US,03/15/2020,47,34.8,-106.54,46.0,5.82
cayenne,75,GF,03/15/2020,58,4.93,-52.33,87.8,10.29
zhigansk,100,RU,03/15/2020,95,66.77,123.37,-0.99,26.46
kirksville,90,US,03/15/2020,81,40.19,-92.58,32.0,11.41
novelda,20,ES,03/15/2020,72,38.38,-0.77,66.99,10.29
marion,90,US,03/15/2020,85,39.77,-86.16,36.0,13.87
inhambane,40,MZ,03/15/2020,55,-23.86,35.38,87.8,4.7
hay river,90,CA,03/15/2020,52,60.82,-115.8,17.6,8.05
ankazoabo,78,MG,03/15/2020,64,-22.28,44.52,77.85,6.33
yokadouma,0,CM,03/15/2020,11,3.52,15.05,100.35,0.74
atar,0,MR,03/15/2020,9,20.52,-13.05,88.81,9.55
carinhanha,100,BR,03/15/2020,68,-14.3,-43.77,79.47,5.53
severo-yeniseyskiy,100,RU,03/15/2020,93,60.37,93.04,29.79,12.57
boleslawiec,33,PL,03/15/2020,29,51.26,15.57,53.01,5.99
ostersund,75,SE,03/15/2020,85,63.18,14.64,39.99,9.17
berdigestyakh,85,RU,03/15/2020,97,62.1,126.7,-0.99,5.48
nioki,100,CD,03/15/2020,45,-2.72,17.68,92.97,2.04
sirur,41,IN,03/15/2020,21,18.83,74.38,80.37,10.38
waingapu,76,ID,03/15/2020,75,-9.66,120.26,84.69,7.96
mancio lima,20,BR,03/15/2020,94,-7.61,-72.9,82.4,6.93
pavelets,100,RU,03/15/2020,41,53.79,39.25,30.0,7.0
siocon,0,PH,03/15/2020,65,7.71,122.14,80.37,6.98
pasni,100,PK,03/15/2020,53,25.26,63.47,72.27,2.91
dunmore town,22,BS,03/15/2020,77,25.5,-76.65,72.45,13.31
pangody,100,RU,03/15/2020,90,65.85,74.49,-0.99,7.25
havre-saint-pierre,90,CA,03/15/2020,58,50.23,-63.6,24.8,8.05
katsuura,75,JP,03/15/2020,61,35.13,140.3,51.8,9.17
matara,0,LK,03/15/2020,86,5.95,80.54,78.57,4.0
baruun-urt,67,MN,03/15/2020,70,46.68,113.28,28.71,15.79
egvekinot,100,RU,03/15/2020,97,66.32,-179.17,10.17,5.95
talcahuano,0,CL,03/15/2020,82,-36.72,-73.12,55.4,6.93
honningsvag,80,NO,03/15/2020,58,70.98,25.97,29.25,27.42
yanam,0,IN,03/15/2020,58,16.73,82.22,86.0,6.93
presidencia roque saenz pena,100,AR,03/15/2020,74,-26.79,-60.44,79.81,6.62
seymchan,5,RU,03/15/2020,98,62.88,152.43,-18.99,1.92
chabahar,98,IR,03/15/2020,66,25.29,60.64,71.91,2.51
novonikolayevskiy,100,RU,03/15/2020,70,50.97,42.36,30.99,10.0
wairoa,6,NZ,03/15/2020,99,-39.03,177.37,52.0,4.0
narrabri,0,AU,03/15/2020,63,-30.32,149.78,64.0,12.75
kumluca,97,TR,03/15/2020,90,36.37,30.29,58.05,5.32
matadi,99,CD,03/15/2020,61,-5.82,13.45,89.19,3.42
rocha,97,UY,03/15/2020,53,-34.48,-54.33,70.81,9.53
grand gaube,75,MU,03/15/2020,78,-20.01,57.66,80.6,5.82
pakdasht,75,IR,03/15/2020,24,35.48,51.68,68.0,9.17
kangalassy,40,RU,03/15/2020,70,62.35,129.96,-5.8,4.47
leh,0,IN,03/15/2020,49,34.17,77.58,15.39,2.8
izumo,75,JP,03/15/2020,93,35.37,132.77,33.8,6.93
taos,1,US,03/15/2020,80,36.41,-105.57,35.01,3.36
tigil,100,RU,03/15/2020,87,57.8,158.67,12.15,12.97
kyra,100,RU,03/15/2020,91,49.58,111.98,24.21,5.01
taltal,5,CL,03/15/2020,69,-25.4,-70.48,66.51,6.69
warmbad,0,NA,03/15/2020,15,-28.45,18.73,88.81,0.51
pointe michel,20,DM,03/15/2020,69,15.25,-61.38,80.6,2.24
novokayakent,40,RU,03/15/2020,70,42.39,47.99,48.2,2.24
paita,56,PE,03/15/2020,100,-5.09,-81.11,62.6,12.75
nohar,32,IN,03/15/2020,40,29.18,74.77,69.57,7.85
vestmannaeyjar,75,IS,03/15/2020,64,63.44,-20.27,35.6,17.22
darnah,0,LY,03/15/2020,74,32.77,22.64,63.81,7.9
sao gabriel,100,BR,03/15/2020,65,-30.34,-54.32,80.55,9.75
simga,20,IN,03/15/2020,69,21.63,81.7,80.6,2.24
hamilton,90,US,03/15/2020,74,39.18,-84.53,36.0,11.41
payson,90,US,03/15/2020,48,40.04,-111.73,48.2,4.7
eregli,100,TR,03/15/2020,49,37.51,34.05,58.77,13.15
vanimo,100,PG,03/15/2020,71,-2.67,141.3,82.51,12.15
kunigal,1,IN,03/15/2020,33,13.02,77.03,90.0,9.17
puerto narino,75,CO,03/15/2020,100,-3.77,-70.38,77.0,3.36
tangwani,40,PK,03/15/2020,50,28.28,69.0,75.2,10.56
dicabisagan,98,PH,03/15/2020,87,17.08,122.42,73.51,11.34
christchurch,0,NZ,03/15/2020,93,-43.53,172.63,60.01,3.36
shahdol,60,IN,03/15/2020,39,23.28,81.35,71.91,6.91
coihueco,0,CL,03/15/2020,66,-36.62,-71.83,55.4,9.17
ostrovnoy,100,RU,03/15/2020,82,68.05,39.51,22.21,33.42
tombouctou,0,ML,03/15/2020,5,20.0,-3.0,96.75,6.91
fatehpur,100,IN,03/15/2020,41,25.93,80.8,71.71,6.71
pombas,40,CV,03/15/2020,61,17.15,-25.02,77.0,29.97
andenes,75,NO,03/15/2020,68,69.31,16.12,28.99,11.41
sremcica,67,RS,03/15/2020,73,44.68,20.39,53.01,11.41
berlevag,98,NO,03/15/2020,62,70.86,29.09,29.07,33.46
smithers,1,CA,03/15/2020,71,54.78,-127.17,3.2,4.7
loanhead,40,GB,03/15/2020,71,55.88,-3.16,52.0,14.99
belmonte,40,BR,03/15/2020,89,-15.86,-38.88,84.2,5.48
rubiataba,55,BR,03/15/2020,82,-15.16,-49.8,79.47,4.36
ulladulla,78,AU,03/15/2020,82,-35.35,150.47,57.99,8.05
la cruz,100,MX,03/15/2020,49,23.92,-106.9,71.19,3.89
flin flon,75,CA,03/15/2020,76,54.77,-101.86,-5.8,3.36
lezajsk,0,PL,03/15/2020,32,50.26,22.42,45.0,6.93
griffith,90,US,03/15/2020,80,41.53,-87.42,35.6,9.17
nyurba,100,RU,03/15/2020,94,63.28,118.33,30.69,5.91
xuddur,69,SO,03/15/2020,25,4.12,43.89,94.05,8.34
luena,44,AO,03/15/2020,62,-11.78,19.92,79.11,1.34
nuoro,40,IT,03/15/2020,82,40.32,9.33,60.8,18.34
bloomington,20,US,03/15/2020,68,44.84,-93.3,28.0,6.93
osakarovka,100,KZ,03/15/2020,86,50.56,72.57,35.71,20.69
iaciara,100,BR,03/15/2020,79,-14.1,-46.63,79.29,3.62
florence,0,IT,03/15/2020,36,43.77,11.25,62.6,12.75
mandan,90,US,03/15/2020,85,46.83,-100.89,25.0,9.17
novopokrovka,40,UA,03/15/2020,74,49.84,36.55,28.4,11.18
harer,80,ET,03/15/2020,67,9.31,42.13,68.11,5.61
noyabrsk,53,RU,03/15/2020,94,63.2,75.45,8.37,6.11
saint-augustin,100,CA,03/15/2020,69,51.23,-58.65,22.95,20.2
filadelfia,75,US,03/15/2020,56,39.95,-75.16,46.4,10.29
ayame,54,CI,03/15/2020,59,5.61,-3.16,89.71,8.19
zyryanka,0,RU,03/15/2020,83,65.75,150.85,-18.45,5.97
teguise,20,ES,03/15/2020,43,29.06,-13.56,69.8,16.11
muisne,90,EC,03/15/2020,100,0.6,-80.03,77.0,2.24
kirakira,100,SB,03/15/2020,86,-10.45,161.92,78.75,7.94
tomatlan,57,MX,03/15/2020,62,19.93,-105.25,78.01,1.28
umm lajj,0,SA,03/15/2020,54,25.02,37.27,71.55,15.7
namatanai,100,PG,03/15/2020,78,-3.67,152.43,82.71,9.6
verkhoyansk,0,RU,03/15/2020,82,67.54,133.38,-21.51,3.44
madera,90,US,03/15/2020,71,37.17,-119.83,53.01,16.11
turayf,90,SA,03/15/2020,77,31.67,38.66,59.0,3.36
vostok,70,RU,03/15/2020,96,46.49,135.88,3.51,3.22
seoul,1,KR,03/15/2020,55,37.57,126.98,37.4,2.24
hobyo,56,SO,03/15/2020,72,5.35,48.53,82.35,12.82
uyskoye,0,RU,03/15/2020,84,54.38,60.0,27.45,8.79
peniche,20,PT,03/15/2020,55,39.36,-9.38,64.99,13.87
wanning,100,CN,03/15/2020,89,18.8,110.4,73.17,8.63
vardo,20,NO,03/15/2020,68,70.37,31.11,26.6,23.04
embonas,20,GR,03/15/2020,72,36.23,27.86,69.01,6.93
coihaique,40,CL,03/15/2020,71,-45.58,-72.07,57.2,6.93
kita,22,ML,03/15/2020,5,13.03,-9.49,107.91,3.4
saint-pierre,100,RE,03/15/2020,74,-21.34,55.48,80.6,20.8
urubicha,97,BO,03/15/2020,44,-15.38,-62.95,94.21,2.93
leshukonskoye,47,RU,03/15/2020,86,64.9,45.76,18.27,10.02
ulaangom,100,MN,03/15/2020,98,49.98,92.07,4.77,0.67
dongkan,16,CN,03/15/2020,65,34.0,119.83,43.29,12.06
goya,100,AR,03/15/2020,68,-29.14,-59.26,80.71,11.54
pokaran,100,IN,03/15/2020,25,26.92,71.92,75.15,10.27
north battleford,75,CA,03/15/2020,84,52.78,-108.28,3.2,4.7
san matias,73,BO,03/15/2020,51,-16.37,-58.4,91.51,6.24
bahia blanca,0,AR,03/15/2020,28,-38.72,-62.27,71.19,6.62
chicama,90,PE,03/15/2020,94,-7.84,-79.15,69.8,6.93
